9856775,,,,2012-12-18 17:10:13,2012-12-18 17:14:13,00:04:00,204.191.1.167,Male,46-55,Other North American Country,1,1,1,5,1,5,1,1,1,1,5,5,1,1
9856791,,21797798,,2012-12-18 23:03:05,2012-12-18 23:07:33,00:04:28,200.38.186.136,Female,21-35,Latin America,1,1,2,5,1,5,4,1,1,1,4,5,1,1
9856792,,920489395,,2012-12-18 23:10:07,2012-12-18 23:15:02,00:04:55,88.235.192.153,Female,21-35,Other European Country,5,5,3,5,5,4,2,1,2,1,2,5,5,1
9856793,,31699281,,2012-12-19 00:33:58,2012-12-19 00:36:44,00:02:46,136.186.72.242,Female,36-45,Australia,2,4,3,4,2,5,4,3,3,4,4,5,5,5
9856798,,,,2012-12-19 09:16:31,,,88.97.39.14,Female,36-45,United Kingdom,1,1,2,4,2,5,1,1,1,1,5,5,3,1
9856776,,603649121,,2012-12-18 17:39:52,2012-12-18 17:42:06,00:02:14,98.223.149.166,Female,36-45,Africa,3,1,1,5,2,5,2,1,1,1,1,5,3,1
9856777,,38084075,,2012-12-18 17:47:50,2012-12-18 17:52:50,00:05:00,69.21.239.19,Male,56-65,United States,5,1,3,4,1,4,5,1,1,1,1,4,3,5
9856779,,265519213,,2012-12-18 18:42:48,2012-12-18 18:45:04,00:02:16,86.27.189.39,Female,21-35,Italy,2,1,5,5,1,3,4,2,1,3,5,5,3,3
9856788,,19316441,,2012-12-18 22:49:22,,,109.145.249.51,Male,21-35,Asia,3,4,5,4,4,5,1,3,1,1,5,5,5,1
9856789,,19316441,,2012-12-18 22:51:32,2012-12-18 22:52:40,00:01:08,109.145.249.51,Male,21-35,Asia,3,4,1,5,4,5,1,3,1,2,5,5,5,1
9856794,,994190989,,2012-12-19 01:41:11,2012-12-19 01:42:16,00:01:05,89.242.247.122,Female,21-35,United Kingdom,4,4,1,5,3,5,5,1,2,1,1,5,5,1
9856797,,347830279,,2012-12-19 03:50:51,2012-12-19 03:53:21,00:02:30,99.236.60.107,Female,36-45,Other North American Country,2,3,4,4,4,4,1,3,3,2,3,4,4,1
9856810,,489820001,,2012-12-19 10:39:33,2012-12-19 10:42:16,00:02:43,91.132.138.66,Male,36-45,Other European Country,5,1,1,3,1,5,1,5,1,1,1,3,5,1
9856811,,15538013,,2012-12-19 10:53:09,2012-12-19 10:55:43,00:02:34,95.195.142.143,Male,36-45,Other European Country,5,3,4,4,4,5,3,4,1,1,3,2,3,3
9856817,,338919487,,2012-12-19 15:32:25,2012-12-19 15:35:08,00:02:43,1.75.13.40,Female,20 or younger,Asia,4,1,3,5,5,5,1,5,1,5,5,4,5,3
9856840,,269385223,,2012-12-19 16:39:31,,,77.101.173.8,Female,36-45,Other European Country,2,1,3,2,1,5,1,1,1,1,5,5,5,1
9856844,,84887943,,2012-12-19 17:39:33,2012-12-19 17:41:47,00:02:14,24.99.237.244,Male,21-35,United States,5,1,4,3,1,5,1,5,1,2,1,1,2,1
9856850,,56965848,,2012-12-19 18:35:28,,,93.50.167.10,Female,21-35,Italy,5,5,4,5,1,5,5,5,4,3,5,1,1,1
9856853,,365254732,,2012-12-19 18:56:45,2012-12-19 18:58:20,00:01:35,186.29.86.210,Female,21-35,Latin America,3,3,3,5,5,5,5,1,1,1,1,1,5,1
9856857,,5858703001,,2012-12-19 19:10:49,2012-12-19 19:13:38,00:02:49,187.194.101.158,Male,20 or younger,Latin America,2,1,1,2,1,2,2,1,1,2,1,1,1,2
9856860,,690872352,,2012-12-19 20:43:42,2012-12-19 20:52:45,00:09:03,2.100.56.189,Female,21-35,Other,4,1,1,5,2,5,2,3,1,1,1,5,3,1
9856868,,516787879,,2012-12-20 04:50:35,2012-12-20 05:00:09,00:09:34,117.196.88.220,Male,20 or younger,Asia,2,2,2,5,5,5,2,5,2,1,5,1,5,2
9856869,,618699569,,2012-12-20 09:15:59,,,83.40.85.41,Female,21-35,Spain,3,3,4,5,3,5,4,2,3,4,3,5,5,3
9856870,,618699569,,2012-12-20 09:17:42,2012-12-20 09:19:12,00:01:30,83.40.85.41,Female,21-35,Spain,3,3,4,5,2,5,3,3,2,2,3,5,5,3
9856873,,164814932,,2012-12-20 10:48:34,2012-12-20 10:50:12,00:01:38,147.188.155.114,Male,36-45,United Kingdom,4,2,2,2,1,5,5,5,1,2,5,5,2,1
9856874,,775340077,,2012-12-20 11:34:48,2012-12-20 11:36:44,00:01:56,195.194.47.34,Male,20 or younger,United Kingdom,2,1,1,3,2,1,1,1,1,1,1,1,1,2
9856879,,473535869,,2012-12-20 14:07:51,2012-12-20 14:10:41,00:02:50,71.206.172.112,Female,46-55,United States,1,1,1,5,4,5,4,3,1,1,5,5,4,4
9856882,,823994177,,2012-12-20 16:32:27,2012-12-20 16:38:50,00:06:23,93.186.23.85,Female,21-35,Africa,1,1,1,3,2,5,1,1,1,1,1,5,2,1
9856890,,4857232001,,2012-12-20 21:55:55,2012-12-20 21:58:16,00:02:21,188.52.171.3,Male,20 or younger,Asia,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9857648,,877636029,,2012-12-30 18:07:15,,,176.24.143.96,Female,21-35,United Kingdom,3,3,4,4,4,5,5,2,1,2,4,5,3,4
9857772,,620771711,,2013-01-01 20:54:44,2013-01-01 20:56:15,00:01:31,81.147.73.1,Female,21-35,United Kingdom,5,3,1,3,1,5,1,1,1,1,5,5,3,1
9856814,,,,2012-12-19 12:48:18,2012-12-19 12:53:29,00:05:11,92.18.120.60,Female,36-45,United Kingdom,2,3,2,5,1,5,5,1,1,1,3,4,4,1
9856815,,232441951,,2012-12-19 14:41:35,2012-12-19 14:46:00,00:04:25,141.219.37.158,Male,36-45,United States,3,4,2,3,1,4,4,2,2,2,4,5,5,1
9856832,,648990941,,2012-12-19 16:48:29,2012-12-19 17:05:21,00:16:52,86.154.156.40,Male,20 or younger,United Kingdom,3,2,3,1,2,5,3,1,1,2,5,4,4,1
9856884,,,,2012-12-20 17:58:05,2012-12-20 18:01:00,00:02:55,86.176.254.223,Female,46-55,United Kingdom,3,3,4,4,2,5,4,1,1,4,2,4,4,4
9857006,,212490004,,2012-12-23 16:13:33,2012-12-23 16:18:45,00:05:12,83.40.109.168,Female,36-45,Spain,2,2,5,5,1,5,4,1,1,4,3,5,5,3
9857413,,304563765,,2012-12-26 14:36:37,2012-12-26 14:37:35,00:00:58,99.107.73.106,Female,36-45,United States,4,4,3,5,1,5,1,1,1,4,1,5,3,1
9857845,,,,2013-01-04 12:02:07,2013-01-04 12:04:26,00:02:19,95.232.254.189,Male,21-35,Italy,4,3,2,4,3,2,3,3,1,1,1,3,2,2
9857846,,82072982,,2013-01-04 11:58:42,2013-01-04 12:07:18,00:08:36,93.186.16.243,Male,20 or younger,Africa,3,3,1,2,5,4,5,1,4,1,4,5,1,5
9857847,,10842704,,2013-01-04 12:08:34,2013-01-04 12:09:34,00:01:00,146.255.111.203,Female,21-35,United Kingdom,3,2,4,4,2,4,1,2,2,4,5,5,5,1
9857848,,,,2013-01-04 12:14:30,2013-01-04 12:15:54,00:01:24,78.33.59.98,Male,36-45,United Kingdom,4,2,2,5,1,5,1,1,1,1,1,5,1,1
9857849,,,,2013-01-04 12:08:30,2013-01-04 12:20:47,00:12:17,68.32.161.36,Male,46-55,United States,1,1,1,5,4,3,3,1,1,1,1,5,4,3
9857853,,3628076,,2013-01-04 13:54:17,2013-01-04 13:56:22,00:02:05,129.15.139.152,Female,46-55,United States,1,2,1,5,2,5,5,1,1,1,3,5,2,1
9857859,,756130732,,2013-01-04 15:07:14,2013-01-04 15:12:04,00:04:50,,Male,21-35,Other European Country,3,3,3,4,2,5,1,1,1,2,4,4,3,1
9857860,,459420053,,2013-01-04 15:13:46,,,98.251.32.240,Male,20 or younger,United States,4,2,2,4,5,3,1,2,1,1,4,4,5,1
9857861,,,,2013-01-04 15:17:37,2013-01-04 15:19:16,00:01:39,98.251.32.240,Male,20 or younger,United States,3,2,3,5,5,4,1,1,2,5,5,5,5,1
9857864,,869094368,,2013-01-04 16:36:47,2013-01-04 16:41:23,00:04:36,199.17.232.4,Female,21-35,United States,3,3,3,4,2,5,1,3,2,4,3,5,3,1
9857868,,431007961,,2013-01-04 17:17:06,2013-01-04 17:21:28,00:04:22,190.19.63.232,Female,20 or younger,Latin America,5,3,4,4,2,4,5,4,1,2,4,5,5,3
9857875,,213067158,,2013-01-05 17:32:57,2013-01-05 17:36:52,00:03:55,94.6.230.222,Female,20 or younger,United Kingdom,4,1,2,3,4,5,2,4,1,1,2,4,4,2
9857922,,454596154,,2013-01-07 12:14:43,2013-01-07 12:21:29,00:06:46,217.29.240.34,Female,21-35,Asia,1,1,1,5,4,5,3,1,1,1,1,5,5,2
9857772,,620771711,,2013-01-01 20:54:44,2013-01-01 20:56:15,00:01:31,81.147.73.1,Female,21-35,United Kingdom,5,3,1,3,1,5,1,1,1,1,5,5,3,1
9857851,,41424732,,2013-01-04 13:28:33,2013-01-04 13:35:52,00:07:19,90.199.216.108,Male,66 or older,United Kingdom,1,1,5,5,1,5,1,1,1,1,1,5,1,1
9857852,,77773181,,2013-01-04 13:39:27,2013-01-04 13:41:26,00:01:59,137.122.98.242,Male,36-45,Other North American Country,3,3,3,4,3,4,1,3,3,4,4,5,4,1
9857869,,964395294,,2013-01-04 17:52:40,,,87.18.27.106,Male,46-55,Italy,3,1,2,5,1,3,1,3,1,2,1,1,1,5
9857871,,15104588,,2013-01-04 18:12:27,2013-01-04 19:11:19,00:58:52,140.107.0.7,Male,21-35,United States,5,4,2,5,2,5,2,2,2,2,5,5,5,1
9857922,,454596154,,2013-01-07 12:14:43,2013-01-07 12:21:29,00:06:46,217.29.240.34,Female,21-35,Asia,1,1,1,5,4,5,3,1,1,1,1,5,5,2
9857928,,,,2013-01-07 17:49:20,2013-01-07 17:50:43,00:01:23,2.27.236.33,Female,20 or younger,United Kingdom,1,2,3,3,5,5,1,1,1,1,3,5,4,1
9857929,,027255523,,2013-01-07 17:50:39,2013-01-07 17:55:28,00:04:49,117.217.235.95,Female,21-35,Asia,1,2,2,3,4,5,1,1,1,2,1,1,2,5
9857933,,,,2013-01-07 18:21:48,2013-01-07 18:30:29,00:08:41,213.139.60.83,Female,21-35,Other,5,1,1,5,5,5,5,5,1,1,1,5,5,5
9857935,,,,2013-01-07 18:35:23,2013-01-07 18:37:16,00:01:53,216.185.68.114,Male,46-55,United States,2,3,1,4,3,4,1,1,1,1,1,5,1,1
9857936,,910994811,,2013-01-07 18:43:58,2013-01-07 18:47:20,00:03:22,93.107.70.209,Male,21-35,Other European Country,1,1,1,5,5,1,1,1,1,1,5,5,5,1
9857938,,,,2013-01-07 19:32:41,2013-01-07 19:35:19,00:02:38,144.173.53.138,Male,20 or younger,United Kingdom,4,1,2,4,4,3,1,2,1,1,4,4,4,1
9857940,,973827722,,2013-01-07 20:10:27,2013-01-07 20:17:37,00:07:10,178.84.147.247,Female,21-35,Asia,3,1,2,5,2,3,4,1,1,1,1,2,3,3
9857945,,813592853,,2013-01-07 23:20:51,2013-01-07 23:23:05,00:02:14,186.153.12.192,Female,20 or younger,Latin America,1,2,2,5,3,5,1,1,1,1,4,5,5,4
9857947,,41215549,,2013-01-08 00:25:34,2013-01-08 00:27:52,00:02:18,129.67.116.77,Female,21-35,United Kingdom,1,3,3,5,5,5,3,1,1,1,3,4,4,2
9857950,,14217957,,2013-01-08 01:23:11,2013-01-08 01:27:35,00:04:24,24.165.86.52,Male,21-35,Asia,1,4,2,5,3,5,5,1,1,1,4,5,4,5
9857952,,25024061,,2013-01-08 04:30:57,2013-01-08 04:35:16,00:04:19,41.210.162.182,Male,21-35,Africa,5,5,5,5,5,5,1,3,1,4,5,3,3,1
9857953,,28730311,,2013-01-08 07:49:51,2013-01-08 07:52:50,00:02:59,50.135.7.228,Male,21-35,Asia,5,5,5,5,5,5,5,1,1,1,1,5,1,1
9857956,,,,2013-01-08 14:14:31,,,90.218.179.154,Female,21-35,United Kingdom,5,5,3,5,5,5,5,5,3,3,5,5,3,1
9857957,,25208195,,2013-01-08 16:18:14,2013-01-08 16:21:56,00:03:42,66.27.63.226,Male,21-35,United States,2,2,3,4,3,4,2,1,1,2,4,5,4,2
9857960,,347067603,,2013-01-08 20:50:42,2013-01-08 20:54:40,00:03:58,62.57.102.66,Male,21-35,Spain,1,1,1,3,2,5,5,1,1,1,5,5,5,1
9857975,,080247812,,2013-01-09 02:21:00,2013-01-09 02:22:31,00:01:31,208.115.203.120,Male,21-35,Asia,3,2,1,4,3,4,4,2,2,2,4,5,5,5
9857934,,629029197,,2013-01-07 18:31:24,2013-01-07 18:35:49,00:04:25,46.58.220.111,Female,20 or younger,Asia,4,2,2,5,1,2,1,1,1,1,1,1,1,1
9857937,,864102321,,2013-01-07 19:16:18,2013-01-07 19:20:27,00:04:09,78.147.34.78,Male,66 or older,United Kingdom,1,3,3,3,1,3,1,3,1,1,5,3,3,4
9857946,,5449191,,2013-01-07 23:43:42,,,166.137.209.172,Female,56-65,United States,4,2,1,5,3,5,4,1,1,1,5,5,5,5
9857951,,125655992,,2013-01-08 01:44:42,2013-01-08 01:48:04,00:03:22,82.132.216.20,Female,21-35,Other,5,4,5,5,5,5,1,4,2,1,1,5,5,1
9857955,,87036529,,2013-01-08 09:41:50,2013-01-08 09:48:04,00:06:14,5.63.150.164,Male,21-35,United Kingdom,3,4,2,5,1,5,2,1,1,1,3,5,3,1
